endTime,artistName,trackName,msPlayed
2021-12-24 04:44,Destripando la Historia,Odín,23
2021-12-24 04:44,Vete a la Versh,Tiempo,241
2021-12-24 04:44,Mägo de Oz,El Cervezo - El árbol de la birra,0
2021-12-24 04:44,Eminem,Without Me,23
2021-12-24 04:44,Metalocalypse: Dethklok,Murmaider,23
2021-12-24 04:44,Vete a la Versh,Perra,23
2021-12-24 04:48,Turisas,Rasputin,233520
2021-12-24 04:53,Eminem,Without Me,290320
2021-12-24 04:57,Vete a la Versh,Horrible,221423
2021-12-24 04:59,Vete a la Versh,Perra,149693
2021-12-24 05:03,Vete a la Versh,Tiempo,206666
2021-12-24 05:03,Metalocalypse: Dethklok,Murmaider,1824
2021-12-24 05:07,Vete a la Versh,Tiempo,174788
2021-12-24 05:07,Vete a la Versh,Perra,1368
2021-12-24 05:10,Vete a la Versh,Tiempo,206666
2021-12-24 05:14,Metalocalypse: Dethklok,Murmaider,204360
2021-12-24 05:17,Destripando la Historia,Odín,182800
2021-12-24 05:21,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-24 05:26,Dschinghis Khan,Moskau,271960
2021-12-24 05:31,Rod Stewart,Da Ya Think I'm Sexy?,331333
2021-12-24 05:33,Rocco DeLuca,Crash of Worlds,106120
2021-12-24 05:35,Gustavo Santaolalla,Beyond Desolation,144626
2021-12-24 05:38,David Ferguson,The Housebuilding Song,191866
2021-12-24 05:43,Megumi Hayashibara,TSUBASA WO KUDASAI,294521
2021-12-24 05:47,Twisted Sister,We're Not Gonna Take It,219666
2021-12-24 05:50,Ilan Eshkeri,Jin Sakai,171840
2021-12-24 05:53,Destripando la Historia,Thor - 2019 Remaster,192336
2021-12-24 05:57,Yoko Takahashi,残酷な天使のテーゼ,247746
2021-12-24 06:02,Nirvana,Smells Like Teen Spirit,301920
2021-12-24 06:07,Metallica,Fuel,269800
2021-12-24 06:10,Josh Homme,Cruel World,218346
2021-12-24 06:14,Daniel Lanois,That's The Way It Is,248066
2021-12-24 06:20,Queen,Bohemian Rhapsody - Remastered 2011,354320
2021-12-24 06:25,Shakira,"Ciega, Sordomuda",267826
2021-12-24 06:28,Manu Pilas,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,225356
2021-12-24 06:36,Metallica,The Day That Never Comes,476266
2021-12-24 06:41,Rammstein,Laichzeit,262798
2021-12-24 06:56,Turisas,Rasputin,233520
2021-12-24 06:59,Mägo de Oz,El Cervezo - El árbol de la birra,159276
2021-12-26 04:07,Mägo de Oz,El Cervezo - El árbol de la birra,52157
2021-12-26 17:47,Eminem,Without Me,0
2021-12-26 17:47,Metalocalypse: Dethklok,Murmaider,0
2021-12-26 17:47,Vete a la Versh,Perra,0
2021-12-26 17:51,Turisas,Rasputin,233749
2021-12-26 18:00,Eminem,Without Me,290320
2021-12-26 18:21,Vete a la Versh,Horrible,24766
2021-12-26 19:19,Vete a la Versh,Horrible,196799
2021-12-26 19:22,Vete a la Versh,Perra,149693
2021-12-26 19:25,Vete a la Versh,Tiempo,206666
2021-12-26 19:29,Metalocalypse: Dethklok,Murmaider,204360
2021-12-26 19:33,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-26 19:46,Destripando la Historia,Odín,10340
2021-12-26 22:47,Vete a la Versh,Horrible,0
2021-12-26 22:47,Vete a la Versh,Tiempo,23
2021-12-26 22:47,Mägo de Oz,El Cervezo - El árbol de la birra,0
2021-12-26 22:47,Eminem,Without Me,23
2021-12-26 22:47,Metalocalypse: Dethklok,Murmaider,242
2021-12-26 22:47,Vete a la Versh,Perra,0
2021-12-26 22:51,Turisas,Rasputin,233520
2021-12-26 22:56,Eminem,Without Me,290320
2021-12-26 23:00,Vete a la Versh,Horrible,221423
2021-12-26 23:02,Vete a la Versh,Perra,149693
2021-12-26 23:26,Vete a la Versh,Tiempo,254174
2021-12-26 23:26,Metalocalypse: Dethklok,Murmaider,1615
2021-12-26 23:29,Vete a la Versh,Tiempo,206666
2021-12-26 23:33,Metalocalypse: Dethklok,Murmaider,204360
2021-12-26 23:37,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-26 23:40,Destripando la Historia,Odín,182800
2021-12-26 23:46,Rod Stewart,Da Ya Think I'm Sexy?,331333
2021-12-27 00:11,Dschinghis Khan,Moskau,99011
2021-12-28 01:01,Dschinghis Khan,Moskau,3980
2021-12-28 04:36,Rod Stewart,Da Ya Think I'm Sexy?,320
2021-12-28 04:36,Vete a la Versh,Horrible,1406
2021-12-28 04:36,Destripando la Historia,Odín,0
2021-12-28 04:36,Vete a la Versh,Tiempo,598
2021-12-28 04:36,Mägo de Oz,El Cervezo - El árbol de la birra,23
2021-12-28 04:36,Eminem,Without Me,916
2021-12-28 04:36,Metalocalypse: Dethklok,Murmaider,23
2021-12-28 04:36,Vete a la Versh,Perra,0
